Dept.,Course Code,Course Title,Section,Teacher,Exam Date,Exam Time,Room
BSCSE,CSE 4509,Operating Systems,A,GoS,"October 17, 2024",09:00 AM - 11:00 AM,305 (011183006-011201298)                                                                                                                                                                                                                       306 (011201301-011222212)
BSCSE,CSE 4509/CSI 309,Operating System Concepts/Operating Systems,B,GoS,"October 17, 2024",09:00 AM - 11:00 AM,307 (011173058-011201236)                                                                                                                                                                                                                       308 (011201242-011213109)
BSEEE,EEE 255/EEE 3303,"Probability and Random Signal Analysis/Probability, Statistics and Random Variables",A,HAS,"October 17, 2024",09:00 AM - 11:00 AM,309 (021171016-021213050)                                                                                                                                                                                                                       322 (021221010-021222031)
BSEEE,EEE 4323/EEE 463,Satellite Communication,A,MdAM,"October 17, 2024",09:00 AM - 11:00 AM,323 (021181044-021213032)
BSCSE,ENG 1011,English I,AA,ShMSh,"October 17, 2024",09:00 AM - 11:00 AM,324 (0112310225-0112420158)                                                                                                                                                                                                                       325 (0112420198-0152410002)
BSCSE,ENG 1011,English I,AB,SaHn,"October 17, 2024",09:00 AM - 11:00 AM,328 (0112410046-0112420044)                                                                                                                                                                                                                       329 (0112420046-0112420727)
BSCSE,ENG 1011,English I,AC,JTR,"October 17, 2024",09:00 AM - 11:00 AM,330 (011222292-0112420058)                                                                                                                                                                                                                       401 (0112420059-0112420547)
BSCSE,ENG 1011,English I,AD,SSh,"October 17, 2024",09:00 AM - 11:00 AM,402 (0112420076-0112420503)                                                                                                                                                                                                                       403 (0112420504-0112420728)
BSCSE,ENG 1011,English I,AE,AArSh,"October 17, 2024",09:00 AM - 11:00 AM,404 (011222272-0112420153)                                                                                                                                                                                                                       405 (0112420295-0112420725)
BSCSE,ENG 1011,English I,AF,MZK,"October 17, 2024",09:00 AM - 11:00 AM,406 (0112320009-0112420150)                                                                                                                                                                                                                       407 (0112420351-0112420589)
BSCSE,ENG 1011,English I,AG,AArSh,"October 17, 2024",09:00 AM - 11:00 AM,408 (0112420005-0112420178)                                                                                                                                                                                                                       409 (0112420180-0112420706)
BSCSE,ENG 1011,English I,AH,AArSh,"October 17, 2024",09:00 AM - 11:00 AM,410 (0112330433-0112420205)                                                                                                                                                                                                                       423 (0112420206-0112420709)
BSCSE,ENG 1011,English I,AI,NB,"October 17, 2024",09:00 AM - 11:00 AM,425 (0112310517-0112420235)                                                                                                                                                                                                                       428 (0112420236-0112420730)
BSCSE,ENG 1011,English I,AJ,PrD,"October 17, 2024",09:00 AM - 11:00 AM,429 (0112230265-0112420262)                                                                                                                                                                                                                       431 (0112420264-0112420729)
BSCSE,ENG 1011,English I,AK,SaHn,"October 17, 2024",09:00 AM - 11:00 AM,432 (0112231027-0112420288)                                                                                                                                                                                                                       601 (0112420289-0112420378)
BSCSE,ENG 1011,English I,AL,NB,"October 17, 2024",09:00 AM - 11:00 AM,602 (0112420296-0112420318)                                                                                                                                                                                                                       603 (0112420320-0112420733)
BSCSE,ENG 1011,English I,AM,AShK,"October 17, 2024",09:00 AM - 11:00 AM,604 (0112330059-0112420486)                                                                                                                                                                                                                       605 (0112420487-0112420696)
BSCSE,ENG 1011,English I,AN,SaHn,"October 17, 2024",09:00 AM - 11:00 AM,630 (011213120-0112420425)                                                                                                                                                                                                                       631 (0112420426-0112420732)
BSCSE,ENG 1011,English I,AO,AnAn,"October 17, 2024",09:00 AM - 11:00 AM,632 (0112330428-0112420648)                                                                                                                                                                                                                       701 (0112420649-0112420731)
BSCSE,ENG 1011,English I,AP,JTR,"October 17, 2024",09:00 AM - 11:00 AM,702 (0112410044-0112420515)                                                                                                                                                                                                                       703 (0112420516-0152330078)
BSCSE,ENG 1011,English I,AQ,AShK,"October 17, 2024",09:00 AM - 11:00 AM,706 (0112320080-0152410040)
BSEEE,ENG 1011,English I,P,SSh,"October 17, 2024",09:00 AM - 11:00 AM,707 (0212330035-0212420024)                                                                                                                                                                                                                       708 (0212420025-0212420081)
BSEEE,ENG 1011,English I,Q,TaHsn,"October 17, 2024",09:00 AM - 11:00 AM,711 (0212330022-0212420046)                                                                                                                                                                                                                       722 (0212420047-0212420079)
BSCSE,IPE 3401/IPE 401,Industrial and Operational Management/Industrial Management,A,WF,"October 17, 2024",09:00 AM - 11:00 AM,325 (011182110-011221429)                                                                                                                                                                                                                       328 (011221508-0112331071)
BSCSE,IPE 3401/IPE 401,Industrial and Operational Management/Industrial Management,B,WF,"October 17, 2024",09:00 AM - 11:00 AM,329 (011183062-011221312)                                                                                                                                                                                                                       330 (011221313-0112331136)
BSCSE,IPE 3401/IPE 401,Industrial and Operational Management/Industrial Management,D,WF,"October 17, 2024",09:00 AM - 11:00 AM,401 (011193027-011221412)                                                                                                                                                                                                                       402 (011221558-0112330498)
BSCSE,IPE 3401/IPE 401,Industrial and Operational Management/Industrial Management,E,WF,"October 17, 2024",09:00 AM - 11:00 AM,403 (011162015-011222291)                                                                                                                                                                                                                       404 (0112230035-0112330514)
BSCSE,IPE 3401/IPE 401/IPE 4101,Industrial and Operational Management/Industrial Management/Industrial Production Engineering,C,WF,"October 17, 2024",09:00 AM - 11:00 AM,303 (011182081-011222273)                                                                                                                                                                                                                       304 (0112230105-021191081)
BSEEE,EEE 305/EEE 3205,Power System,A,SMLK,"October 17, 2024",11:30 AM - 01:30 PM,304 (021152028-021212016)                                                                                                                                                                                                                       305 (021212022-021221087)
BSCSE,ENG 1013,English II,AA,ZHT,"October 17, 2024",11:30 AM - 01:30 PM,305 (0112310065-0112410324)                                                                                                                                                                                                                       306 (0112410327-0112410540)
BSCSE,ENG 1013,English II,AB,SaFe,"October 17, 2024",11:30 AM - 01:30 PM,307 (0112310361-0112410470)
BSCSE,ENG 1013,English II,AC,SaFe,"October 17, 2024",11:30 AM - 01:30 PM,308 (0112230904-0112410270)                                                                                                                                                                                                                       309 (0112410298-0112410537)
BSCSE,ENG 1013,English II,AE,AnAn,"October 17, 2024",11:30 AM - 01:30 PM,322 (0112310506-0112410171)                                                                                                                                                                                                                       323 (0112410201-0112410544)
BSCSE,ENG 1013,English II,AF,SaFe,"October 17, 2024",11:30 AM - 01:30 PM,324 (011213098-0112410226)                                                                                                                                                                                                                       325 (0112410229-0112410524)
BSCSE,ENG 1013,English II,AH,AnAn,"October 17, 2024",11:30 AM - 01:30 PM,328 (0112310492-0112410542)
BSCSE,ENG 1013,English II,AI,MdTI,"October 17, 2024",11:30 AM - 01:30 PM,329 (011221302-0112410184)                                                                                                                                                                                                                       330 (0112410249-0112410514)
BSDS,ENG 1013,English II,BA,MdTI,"October 17, 2024",11:30 AM - 01:30 PM,401 (011221029-0152410015)                                                                                                                                                                                                                       402 (0152410016-0152410069)
BSDS,ENG 1013,English II,BB,SaHn,"October 17, 2024",11:30 AM - 01:30 PM,403 (0112230730-0152410071)
BSEEE,ENG 1013,English II,P,TaHsn,"October 17, 2024",11:30 AM - 01:30 PM,404 (021213009-0212410019)
BSEEE,ENG 1013,English II,Q,MdTI,"October 17, 2024",11:30 AM - 01:30 PM,405 (0212230073-0212410044)
BSCSE,ENG 1013/ENG 103,English II,AG,MNU,"October 17, 2024",11:30 AM - 01:30 PM,406 (011162077-0112410263)                                                                                                                                                                                                                       407 (0112410268-0112410543)
BSCSE,ENG 1013/ENG 1207,English II/Intensive English II,AJ,MdTI,"October 17, 2024",11:30 AM - 01:30 PM,303 (011201341-0112410215)                                                                                                                                                                                                                       304 (0112410217-0112410530)
BSCSE,CSE 313/CSE 3313,Computer Architecture,A,SAhSh,"October 17, 2024",02:00 PM - 04:00 PM,304 (011162003-0112310601)
BSCSE,CSE 313/CSE 3313,Computer Architecture,B,RaR,"October 17, 2024",02:00 PM - 04:00 PM,305 (011192041-011221293)                                                                                                                                                                                                                       306 (011221356-0112310080)
BSCSE,CSE 313/CSE 3313,Computer Architecture,C,RaK,"October 17, 2024",02:00 PM - 04:00 PM,307 (011192101-011222091)                                                                                                                                                                                                                       308 (011222196-0112310472)
BSCSE,CSE 313/CSE 3313,Computer Architecture,F,MNTA,"October 17, 2024",02:00 PM - 04:00 PM,309 (011162047-0112231028)
BSCSE,CSE 3313,Computer Architecture,D,RaK,"October 17, 2024",02:00 PM - 04:00 PM,407 (011193059-011222144)                                                                                                                                                                                                                       408 (011222166-0112310002)
BSCSE,CSE 3313,Computer Architecture,E,RaK,"October 17, 2024",02:00 PM - 04:00 PM,405 (011191112-011221403)                                                                                                                                                                                                                       406 (011221426-0112310481)
BSCSE,CSE 4889/CSE 489,Machine Learning,A,DMF,"October 17, 2024",02:00 PM - 04:00 PM,309 (011182081-0112310573)
BSEEE,EEE 2101,Electronics I,A,RaBr,"October 17, 2024",02:00 PM - 04:00 PM,322 (021201055-0212330054)                                                                                                                                                                                                                       323 (0212330058-0212330160)
BSEEE,EEE 2101,Electronics I,B,MHC,"October 17, 2024",02:00 PM - 04:00 PM,324 (021183008-0212330165)
BSEEE,EEE 2101,Electronics I,C,HAS,"October 17, 2024",02:00 PM - 04:00 PM,325 (021191026-0212330109)
BSEEE,EEE 401/EEE 4109,Control System,A,MKMR,"October 17, 2024",02:00 PM - 04:00 PM,322 (021131142-021201054)                                                                                                                                                                                                                       323 (021201063-021211024)
BSEEE,MAT 2109,Coordinate Geometry and Vector Analysis,B,TN,"October 17, 2024",02:00 PM - 04:00 PM,324 (021202014-0212310065)
BSEEE,MAT 2109/MATH 201,Coordinate Geometry and Vector Analysis,A,TN,"October 17, 2024",02:00 PM - 04:00 PM,325 (021161098-0212230104)                                                                                                                                                                                                                       328 (0212230107-0212320013)
BSCSE,MATH 183/MATH 2183,"Calculus and Linear Algebra/Linear Algebra, Ordinary & Partial Differential Equations",A,AkAd,"October 17, 2024",02:00 PM - 04:00 PM,328 (011201313-0112330448)                                                                                                                                                                                                                       329 (0112330451-0112331134)
BSCSE,MATH 183/MATH 2183,"Calculus and Linear Algebra/Linear Algebra, Ordinary & Partial Differential Equations",B,SMYA,"October 17, 2024",02:00 PM - 04:00 PM,330 (011213106-0112410314)
BSCSE,MATH 183/MATH 2183,"Calculus and Linear Algebra/Linear Algebra, Ordinary & Partial Differential Equations",C,SamAr,"October 17, 2024",02:00 PM - 04:00 PM,401 (011182141-0112330071)                                                                                                                                                                                                                       402 (0112330079-0112331060)
BSDS,MATH 2107,Linear Algebra,BA,AkAd,"October 17, 2024",02:00 PM - 04:00 PM,329 (015222004-0152330075)                                                                                                                                                                                                                       330 (0152330077-0152410012)
BSDS,MATH 2107,Linear Algebra,BB,AkAd,"October 17, 2024",02:00 PM - 04:00 PM,401 (0152310001-0152330071)                                                                                                                                                                                                                       402 (0152330074-0152410056)
BSCSE,MATH 2183,Calculus and Linear Algebra,AA,MdAIm,"October 17, 2024",02:00 PM - 04:00 PM,403 (011212022-0112331131)
BSCSE,MATH 2183,Calculus and Linear Algebra,D,MIA,"October 17, 2024",02:00 PM - 04:00 PM,404 (0112230760-0112331081)
BSCSE,MATH 2183,Calculus and Linear Algebra,E,MIA,"October 17, 2024",02:00 PM - 04:00 PM,405 (011183102-0112330383)                                                                                                                                                                                                                       406 (0112330405-0112331151)
BSCSE,MATH 2183,Calculus and Linear Algebra,F,MMBK,"October 17, 2024",02:00 PM - 04:00 PM,407 (011213063-0112330187)                                                                                                                                                                                                                       408 (0112330192-0112331148)
BSCSE,MATH 2183,Calculus and Linear Algebra,G,JFK,"October 17, 2024",02:00 PM - 04:00 PM,409 (011211006-0112330695)                                                                                                                                                                                                                       410 (0112330696-0112331164)
BSCSE,MATH 2183,Calculus and Linear Algebra,H,JFK,"October 17, 2024",02:00 PM - 04:00 PM,423 (011221448-0112410295)
BSCSE,MATH 2183,Calculus and Linear Algebra,I,SMYA,"October 17, 2024",02:00 PM - 04:00 PM,425 (011211030-0112331166)
BSCSE,MATH 2183,Calculus and Linear Algebra,K,MoIm,"October 17, 2024",02:00 PM - 04:00 PM,428 (0112230403-0112330360)                                                                                                                                                                                                                       429 (0112330362-0112331126)
BSCSE,MATH 2183,Calculus and Linear Algebra,L,MdAIm,"October 17, 2024",02:00 PM - 04:00 PM,431 (0112230988-0112331171)
BSCSE,MATH 2183,Calculus and Linear Algebra,M,MoIm,"October 17, 2024",02:00 PM - 04:00 PM,432 (011183077-0112331047)
BSCSE,MATH 2183,Calculus and Linear Algebra,N,JFK,"October 17, 2024",02:00 PM - 04:00 PM,601 (011201398-0112331140)
BSCSE,MATH 2183,Calculus and Linear Algebra,O,NzHn,"October 17, 2024",02:00 PM - 04:00 PM,602 (011221268-0112330546)                                                                                                                                                                                                                       603 (0112330547-0112331079)
BSCSE,MATH 2183,Calculus and Linear Algebra,P,MdAsn,"October 17, 2024",02:00 PM - 04:00 PM,604 (011201135-0112330632)                                                                                                                                                                                                                       605 (0112330633-0112410518)
BSCSE,MATH 2183,Calculus and Linear Algebra,Q,JFK,"October 17, 2024",02:00 PM - 04:00 PM,723 (011203022-0112331139)
BSCSE,MATH 2183,Calculus and Linear Algebra,R,TN,"October 17, 2024",02:00 PM - 04:00 PM,631 (011201248-0112330199)                                                                                                                                                                                                                       632 (0112330234-0112331153)
BSCSE,MATH 2183,Calculus and Linear Algebra,S,NPn,"October 17, 2024",02:00 PM - 04:00 PM,701 (011222069-0112330334)                                                                                                                                                                                                                       702 (0112330342-0112331026)
BSCSE,MATH 2183,Calculus and Linear Algebra,T,MdAIm,"October 17, 2024",02:00 PM - 04:00 PM,703 (011222298-0112331080)
BSCSE,MATH 2183,Calculus and Linear Algebra,U,NPn,"October 17, 2024",02:00 PM - 04:00 PM,706 (011213099-0112330340)                                                                                                                                                                                                                       707 (0112330368-0112330879)
BSCSE,MATH 2183,Calculus and Linear Algebra,Y,MoIm,"October 17, 2024",02:00 PM - 04:00 PM,708 (011221488-0112330481)                                                                                                                                                                                                                       711 (0112330482-0112410471)
BSCSE,MATH 2183,Calculus and Linear Algebra,Z,LRS,"October 17, 2024",02:00 PM - 04:00 PM,804 (011222279-0112331117)
BSCSE,SOC 101/SOC 2101,"Society, Environment and Engineering Ethics/Society, Technology and Engineering Ethics",A,FTU,"October 17, 2024",02:00 PM - 04:00 PM,601 (011221186-0112230806)                                                                                                                                                                                                                       602 (0112230936-0112331112)
BSCSE,SOC 101/SOC 2101,"Society, Environment and Engineering Ethics/Society, Technology and Engineering Ethics",B,MTR,"October 17, 2024",02:00 PM - 04:00 PM,603 (011181007-0112410179)
BSCSE,SOC 101/SOC 2101,"Society, Environment and Engineering Ethics/Society, Technology and Engineering Ethics",C,NSS,"October 17, 2024",02:00 PM - 04:00 PM,604 (011182037-0112230841)                                                                                                                                                                                                                       605 (0112230975-0112410413)
BSCSE,SOC 101/SOC 2101,"Society, Environment and Engineering Ethics/Society, Technology and Engineering Ethics",F,KAN,"October 17, 2024",02:00 PM - 04:00 PM,630 (011182045-0112231050)                                                                                                                                                                                                                       631 (0112310037-0112410389)
BSCSE,SOC 101/SOC 2101,"Society, Environment and Engineering Ethics/Society, Technology and Engineering Ethics",J,CAG,"October 17, 2024",02:00 PM - 04:00 PM,632 (011201293-0112310244)                                                                                                                                                                                                                       701 (0112310256-0112410435)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",D,SAhSh,"October 17, 2024",02:00 PM - 04:00 PM,702 (011212064-0112310375)                                                                                                                                                                                                                       703 (0112310376-0112410178)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",E,RaR,"October 17, 2024",02:00 PM - 04:00 PM,706 (011193134-0112310222)                                                                                                                                                                                                                       707 (0112310226-0112410525)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",G,MoI,"October 17, 2024",02:00 PM - 04:00 PM,708 (011203014-0112320037)                                                                                                                                                                                                                       711 (0112320069-0112410103)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",H,FdAR,"October 17, 2024",02:00 PM - 04:00 PM,722 (011211118-0112310461)                                                                                                                                                                                                                       723 (0112320041-0112410488)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",I,MdShA,"October 17, 2024",02:00 PM - 04:00 PM,801 (011201423-0112410266)
BSCSE,SOC 2101,"Society, Environment and Engineering Ethics",L,MMAS,"October 17, 2024",02:00 PM - 04:00 PM,802 (011203064-0112230978)                                                                                                                                                                                                                       803 (0112231030-0112330490)
BSCSE,CSE 1110,Introduction to Computer Systems,A,HHS,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 5 (0523) (0112330565-0112420550)
BSCSE,CSE 1110,Introduction to Computer Systems,B,SaAd,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 1 (0226) (0112330776-0112420719)
BSCSE,CSE 1110,Introduction to Computer Systems,C,KAN,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 2 (0227) (011213120-0112420631)
BSCSE,CSE 1110,Introduction to Computer Systems,D,MEHq,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 3 (0327) (0112330433-0112420724)
BSCSE,CSE 1110,Introduction to Computer Systems,E,RaK,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 4 (0427) (011213104-0112420725)
BSCSE,CSE 1110,Introduction to Computer Systems,F,HHS,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 7 (0522) (0112320009-0112420706)
BSCSE,CSE 1110,Introduction to Computer Systems,G,SAAMZ,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 6 (0524) (0112330138-0112420368)
BSCSE,CSE 1110,Introduction to Computer Systems,H,MoA,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 15 (0626) (0112410475-0112420637)
BSCSE,CSE 1110,Introduction to Computer Systems,I,ARnA,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 8 (0528) (0112230757-0112420634)
BSCSE,CSE 1110,Introduction to Computer Systems,J,SA,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 9 (0529) (0112330128-0112420733)
BSCSE,CSE 1110,Introduction to Computer Systems,K,MoA,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 16 (0627) (0112230463-0112420632)
BSCSE,CSE 1110,Introduction to Computer Systems,L,NtJT,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 10 (0530) (0112230347-0112420704)
BSCSE,CSE 1110,Introduction to Computer Systems,M,SAAMZ,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 11 (0531) (011222298-0112420595)
BSCSE,CSE 1110,Introduction to Computer Systems,N,SaAd,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 12 (0532) (0112330740-0112420701)
BSCSE,CSE 1110,Introduction to Computer Systems,O,SaAd,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 13 (0326) (0112320120-0112420730)
BSCSE,CSE 1110,Introduction to Computer Systems,P,SAAMZ,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 14 (0426) (0112320080-0112420551)
BSCSE,CSE 1110,Introduction to Computer Systems,Q,SaAd,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 18 (0726) (0112231027-0112420636)
BSCSE,CSE 1110,Introduction to Computer Systems,R,SAAMZ,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 19 (0727) (0112410297-0112420731)
BSCSE,CSE 1110,Introduction to Computer Systems,S,SHMm,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 20 (0424) (011221551-0112420729)
BSCSE,CSE 1110,Introduction to Computer Systems,U,NZM,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 21 (0422) (0112410271-0112420721)
BSCSE,CSE 1110,Introduction to Computer Systems,V,MnHr,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 22 (0926) (0112330132-0112420575)
BSCSE,CSE 1110,Introduction to Computer Systems,W,SHMm,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 24 (0826) (0112310008-0112420702)
BSCSE,CSE 1110,Introduction to Computer Systems,X,SHMm,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 25 (0827) (0112320055-0112420732)
BSCSE,CSE 1110,Introduction to Computer Systems,Z,SHMm,"October 19, 2024",09:00 AM - 11:00 AM,Computer Lab 26 (0927) (011221350-0112420673)
BSCSE,CSE 4611/CSI 411,Compiler/Compiler Design,A,NSS,"October 19, 2024",09:00 AM - 11:00 AM,631 (011183087-011202037)                                                                                                                                                                                                                       632 (011202163-011222189)
BSCSE,CSE 4611/CSI 411,Compiler/Compiler Design,B,MHO,"October 19, 2024",09:00 AM - 11:00 AM,701 (011182013-011221344)
BSCSE,CSE 4621/CSI 421,Computer Graphics,A,TBD,"October 19, 2024",09:00 AM - 11:00 AM,702 (011181007-011221541)
BSEEE,MAT 1103,Calculus II,A,NPn,"October 19, 2024",09:00 AM - 11:00 AM,703 (021213015-0212410005)                                                                                                                                                                                                                       706 (0212410008-0212410046)
BSEEE,MAT 1103,Calculus II,B,TN,"October 19, 2024",09:00 AM - 11:00 AM,707 (0212230032-0212410040)
BSEEE,MAT 1103,Calculus II,C,NPn,"October 19, 2024",09:00 AM - 11:00 AM,708 (021192040-0212410042)
BSEEE,SOC 3101,"Society, Environment and Engineering Ethics",I,JJM,"October 19, 2024",09:00 AM - 11:00 AM,303 (021201007-0212230080)
BSCSE,CSE 425/CSE 4325,"Microprocessor, Microcontroller and Interfacing/Microprocessors and Microcontrollers",A,KMRH,"October 19, 2024",11:30 AM - 01:30 PM,304 (011171008-011221592)
BSCSE,CSE 425/CSE 4325,"Microprocessor, Microcontroller and Interfacing/Microprocessors and Microcontrollers",B,MSTR,"October 19, 2024",11:30 AM - 01:30 PM,305 (011162093-011212164)                                                                                                                                                                                                                       306 (011213056-0112310329)
BSCSE,CSE 425/CSE 4325,"Microprocessor, Microcontroller and Interfacing/Microprocessors and Microcontrollers",C,SiMa,"October 19, 2024",11:30 AM - 01:30 PM,307 (011173025-011213064)                                                                                                                                                                                                                       308 (011213069-011221574)
BSCSE,CSE 425/CSE 4325,"Microprocessor, Microcontroller and Interfacing/Microprocessors and Microcontrollers",D,NoAA,"October 19, 2024",11:30 AM - 01:30 PM,309 (011181018-011213178)                                                                                                                                                                                                                       322 (011213193-011221550)
BSCSE,ACT 111/ACT 2111,Financial and Managerial Accounting,A,MdAHn,"October 19, 2024",02:00 PM - 04:00 PM,304 (011183017-0112230361)                                                                                                                                                                                                                       305 (0112230381-015221001)
BSCSE,ACT 111/ACT 2111,Financial and Managerial Accounting,B,MdAHn,"October 19, 2024",02:00 PM - 04:00 PM,306 (011181177-0112230378)                                                                                                                                                                                                                       307 (0112230475-0112420181)
BSCSE,CSE 4587/CSE 487,Cloud Computing,A,MHO,"October 19, 2024",02:00 PM - 04:00 PM,Computer Lab 14 (0426) (011181131-011213207)
BSCSE,CSE 4893,Introduction to Bioinformatics,A,RtAm,"October 19, 2024",02:00 PM - 04:00 PM,309 (011192089-011221541)
BSEEE,EEE 203/EEE 2201,Energy Conversion I,A,HB,"October 19, 2024",02:00 PM - 04:00 PM,330 (021171016-021222015)                                                                                                                                                                                                                       401 (021222017-0212230127)
BSEEE,EEE 4121/EEE 441,VLSI Design,A,MdZA,"October 19, 2024",02:00 PM - 04:00 PM,303 (021181097-021211020)
BSCSE,MATH 2205,Probability and Statistics,C,MUn,"October 19, 2024",02:00 PM - 04:00 PM,322 (011183048-0112230334)                                                                                                                                                                                                                       323 (0112230411-0112310422)
BSCSE,MATH 2205,Probability and Statistics,D,AkAd,"October 19, 2024",02:00 PM - 04:00 PM,603 (011183078-0112230295)                                                                                                                                                                                                                       604 (0112230301-0112310567)
BSCSE,MATH 2205,Probability and Statistics,E,MUn,"October 19, 2024",02:00 PM - 04:00 PM,601 (011202212-0112230690)                                                                                                                                                                                                                       602 (0112230702-0112310594)
BSCSE,MATH 2205,Probability and Statistics,H,MdAsn,"October 19, 2024",02:00 PM - 04:00 PM,425 (011213004-0112230492)                                                                                                                                                                                                                       428 (0112230596-0112410295)
BSCSE,MATH 2205,Probability and Statistics,I,SamAr,"October 19, 2024",02:00 PM - 04:00 PM,605 (011192032-0112230662)                                                                                                                                                                                                                       630 (0112230706-0112310604)
BSCSE,MATH 2205,Probability and Statistics,K,MUn,"October 19, 2024",02:00 PM - 04:00 PM,404 (011201036-0112230643)                                                                                                                                                                                                                       405 (0112230689-0112330096)
BSCSE,MATH 2205,Probability and Statistics,L,AkAd,"October 19, 2024",02:00 PM - 04:00 PM,406 (011213001-0112230365)                                                                                                                                                                                                                       407 (0112230417-0112320088)
BSCSE,MATH 2205,Probability and Statistics,M,SamAr,"October 19, 2024",02:00 PM - 04:00 PM,408 (011201244-0112230059)                                                                                                                                                                                                                       409 (0112230119-0112310607)
BSCSE,MATH 2205,Probability and Statistics,N,MMBK,"October 19, 2024",02:00 PM - 04:00 PM,410 (011193157-0112230651)                                                                                                                                                                                                                       423 (0112230663-0112310429)
BSCSE,MATH 2205/STAT 205,Probability and Statistics,A,SamAr,"October 19, 2024",02:00 PM - 04:00 PM,429 (011201019-0112230995)                                                                                                                                                                                                                       431 (0112310015-0112310520)
BSCSE,MATH 2205/STAT 205,Probability and Statistics,B,JAS,"October 19, 2024",02:00 PM - 04:00 PM,325 (011163072-0112230549)                                                                                                                                                                                                                       328 (0112230551-0112331048)
BSCSE,MATH 2205/STAT 205,Probability and Statistics,F,JAS,"October 19, 2024",02:00 PM - 04:00 PM,329 (011181167-0112230670)                                                                                                                                                                                                                       330 (0112230745-0112331150)
BSCSE,MATH 2205/STAT 205,Probability and Statistics,J,MMBK,"October 19, 2024",02:00 PM - 04:00 PM,401 (011162003-0112230056)                                                                                                                                                                                                                       402 (0112230173-0112310558)
BSCSE,CSE 3811/CSI 341,Artificial Intelligence,A,RHn,"October 20, 2024",09:00 AM - 11:00 AM,403 (011181007-011221159)                                                                                                                                                                                                                       404 (011221248-0112230653)
BSCSE,CSE 3811/CSI 341,Artificial Intelligence,B,MdTH,"October 20, 2024",09:00 AM - 11:00 AM,405 (011163060-011222004)                                                                                                                                                                                                                       406 (011222011-0112230721)
BSCSE,CSE 3811/CSI 341,Artificial Intelligence,C,MTR,"October 20, 2024",09:00 AM - 11:00 AM,407 (011131140-011221031)                                                                                                                                                                                                                       408 (011221032-0112230796)
BSCSE,CSE 3811/CSI 341,Artificial Intelligence,D,SMTT,"October 20, 2024",09:00 AM - 11:00 AM,409 (011181086-011221444)                                                                                                                                                                                                                       410 (011221447-011222362)
BSCSE,CSE 3811/CSI 341,Artificial Intelligence,E,MdTH,"October 20, 2024",09:00 AM - 11:00 AM,423 (011173025-011221002)                                                                                                                                                                                                                       425 (011221008-0112230696)
BSCSE,CSE 4451,Human Computer Interaction,A,TaHn,"October 20, 2024",09:00 AM - 11:00 AM,425 (011183099-011201310)                                                                                                                                                                                                                       428 (011201345-011222063)
BSCSE,CSE 4451,Human Computer Interaction,B,TaHn,"October 20, 2024",09:00 AM - 11:00 AM,429 (011183008-011201244)                                                                                                                                                                                                                       431 (011201269-011222315)
BSEEE,EEE 205/EEE 2203,Energy Conversion II,A,IA,"October 20, 2024",09:00 AM - 11:00 AM,428 (021131142-021222023)
BSEEE,MAT 1101,Calculus I,A,MMBK,"October 20, 2024",09:00 AM - 11:00 AM,429 (021192040-0212420019)                                                                                                                                                                                                                       431 (0212420020-0212420082)
BSEEE,MAT 1101,Calculus I,B,MMBK,"October 20, 2024",09:00 AM - 11:00 AM,432 (021213043-0212420041)                                                                                                                                                                                                                       601 (0212420042-0212420079)
BSEEE,MAT 1101,Calculus I,C,MIA,"October 20, 2024",09:00 AM - 11:00 AM,602 (021183013-0212420057)
BSCSE,CSE 2213,Discrete Mathematics,A,SaAd,"October 20, 2024",11:30 AM - 01:30 PM,432 (0112310348-0112420015)                                                                                                                                                                                                                       601 (0112420016-0152410026)
